,Unnamed: 0,title_query,author_nyt,author_gr,min_rank,max_weeks_on_list,author_id,average_rating,book_id,ratings_count,title,gender,num_pages,author_match
326,360,DRAGONS OF THE HOURGLASS MAGE,Margaret Weis and Tracy Hickman,Margaret Weis,19,0,869.0,4.2,2029736.0,3517.0,DRAGONS OF THE HOURGLASS MAGE,,,True
327,361,SOUTH OF BROAD,Pat Conroy,Pat Conroy,1,9,6942.0,3.8,6135237.0,37328.0,SOUTH OF BROAD,,,True
328,362,SMASH CUT,Sandra Brown,Sandra Brown,11,4,6218.0,3.93,6054518.0,10369.0,SMASH CUT,female,367,True
329,364,THE ELEVENTH VICTIM,Nancy Grace,Nancy Grace,11,6,144344.0,3.31,5940836.0,1850.0,THE ELEVENTH VICTIM,,,True
330,365,THE MAGICIANS,Lev Grossman,Lev Grossman,16,2,142270.0,3.5,6101718.0,198461.0,THE MAGICIANS,male,402,True
332,367,BLINDMAN'S BLUFF,Faye Kellerman,Faye Kellerman,14,1,48913.0,3.87,5458573.0,5063.0,BLINDMAN'S BLUFF,,,True
334,369,THE WHITE QUEEN,Philippa Gregory,Philippa Gregory,17,5,9987.0,3.92,5971165.0,142202.0,THE WHITE QUEEN,female,408,True
337,372,THE LAW OF NINES,Terry Goodkind,Terry Goodkind,10,1,3441.0,3.6,6311614.0,11162.0,THE LAW OF NINES,male,502,True
338,374,VANISHED,Joseph Finder,Jodi Picoult,13,1,7128.0,3.69,14865.0,87951.0,VANISHED,female,426,True
339,376,A PRINCESS OF LANDOVER,Terry Brooks,Terry Brooks,15,1,9629.0,3.84,6202861.0,5643.0,A PRINCESS OF LANDOVER,male,328,True
342,379,EVEN MONEY,Dick Francis and Felix Francis,Dick Francis,17,1,5561.0,3.74,6329494.0,3099.0,EVEN MONEY,male,350,True
343,381,THE SWORD OF THE LADY,S M Stirling,S.M. Stirling,13,1,14002.0,3.95,6301385.0,4219.0,THE SWORD OF THE LADY,male,496,True
344,383,RESURRECTING MIDNIGHT,Eric Jerome Dickey,Eric Jerome Dickey,16,1,12936.0,4.38,1686165.0,2265.0,RESURRECTING MIDNIGHT,male,None,True
345,385,DARK SLAYER,Christine Feehan,Christine Feehan,1,3,6268.0,4.39,6353001.0,14838.0,DARK SLAYER,female,416,True
346,386,SPARTAN GOLD,Clive Cussler with Grant Blackwood,Clive Cussler,10,5,18411.0,3.82,6262396.0,10855.0,SPARTAN GOLD,male,384,True
349,389,A GATE AT THE STAIRS,Lorrie Moore,Lorrie Moore,10,3,11746.0,3.15,6076387.0,16011.0,A GATE AT THE STAIRS,female,,True
351,391,EVIL AT HEART,Chelsea Cain,Chelsea Cain,16,1,48557.0,4.03,6193923.0,13359.0,EVIL AT HEART,,,True
353,393,THE LAST SONG,Nicholas Sparks,Nicholas Sparks,1,9,2345.0,4.15,6400090.0,473772.0,THE LAST SONG,male,390,True
354,394,DEXTER BY DESIGN,Jeff Lindsay,Jeff Lindsay,16,2,10482.0,3.73,2999282.0,20418.0,DEXTER BY DESIGN,None,304,True
356,396,THE GOLDEN CITY,John Twelve Hawks,J. Kathleen Cheney,16,0,2918424.0,3.73,17707612.0,1062.0,THE GOLDEN CITY,female,373,True
357,397,DAY AFTER NIGHT,Anita Diamant,Anita Diamant,18,0,626222.0,3.66,6330323.0,12721.0,DAY AFTER NIGHT,female,294,True
358,398,THE LOST SYMBOL,Dan Brown,Dan Brown,1,9,630.0,3.69,6411961.0,459656.0,THE LOST SYMBOL,male,509,True
360,400,AN ECHO IN THE BONE,Diana Gabaldon,Diana Gabaldon,14,5,3617.0,4.44,2832909.0,100317.0,AN ECHO IN THE BONE,female,1149,True
361,401,HOTHOUSE ORCHID,Stuart Woods,Stuart Woods,10,2,3936.0,3.85,6327816.0,4731.0,HOTHOUSE ORCHID,male,291,True
362,403,THE YEAR OF THE FLOOD,Margaret Atwood,Margaret Atwood,15,2,3472.0,4.06,6080337.0,90067.0,THE YEAR OF THE FLOOD,female,,True
364,405,A CHANGE IN ALTITUDE,Anita Shreve,Anita Shreve,11,1,3530.0,3.2,6413388.0,9785.0,A CHANGE IN ALTITUDE,female,307,True
369,410,THE BRUTAL TELLING,Louise Penny,Louise Penny,19,0,194243.0,4.23,6449551.0,35081.0,THE BRUTAL TELLING,,,True
370,411,ROUGH COUNTRY,John Sandford,John Sandford,15,4,4610.0,4.18,6433836.0,17281.0,ROUGH COUNTRY,male,388,True
372,413,THE PERFECT CHRISTMAS,Debbie Macomber,Debbie Macomber,17,1,11349.0,3.73,6422470.0,6881.0,THE PERFECT CHRISTMAS,female,232,True
373,415,"JULIET, NAKED",Nick Horn,Nick Hornby,11,1,2929.0,3.48,6224826.0,38127.0,"JULIET, NAKED",male,,True
376,418,PLUM PUDDING MURDER,Joanne Fluke,Joanne Fluke,19,0,18819.0,3.82,6367212.0,8833.0,PLUM PUDDING MURDER,female,,True
380,422,HALF BROKE HORSES,Jeannette Walls,Jeannette Walls,11,8,3275.0,4.06,6366437.0,130338.0,HALF BROKE HORSES,female,272,True
382,425,THE CHRISTMAS LIST,Richard Paul Evans,Richard Paul Evans,12,1,46097.0,4.17,6517407.0,11878.0,THE CHRISTMAS LIST,male,353,True
384,427,PURSUIT OF HONOR,Vince Flynn,Vince Flynn,10,9,14989.0,4.35,6339304.0,33741.0,PURSUIT OF HONOR,male,448,True
385,428,NINE DRAGONS,Michael Connelly,Michael Connelly,12,5,12470.0,4.0,6413193.0,33502.0,NINE DRAGONS,male,374,True
387,430,HEAT WAVE,Richard Castle,Richard Castle,11,5,1953433.0,3.55,6566722.0,57359.0,HEAT WAVE,male,,True
388,431,DEATH TROOPERS,Joe Schreiber,Joe Schreiber,13,1,263547.0,3.65,6310782.0,6830.0,DEATH TROOPERS,,,True
390,433,DEEP KISS OF WINTER,Kresley Cole and Gena Showalter,Kresley Cole,16,0,4428.0,4.23,6294553.0,27197.0,DEEP KISS OF WINTER,None,,True
392,435,THE SCARPETTA FACTOR,Patricia Cornwell,Patricia Cornwell,11,6,1025097.0,3.69,6495359.0,19865.0,THE SCARPETTA FACTOR,female,,True
393,436,SOUTHERN LIGHTS,Danielle Steel,Danielle Steel,14,2,14255.0,3.89,6363484.0,6032.0,SOUTHERN LIGHTS,female,,True
394,437,BLOOD GAME,Iris Johansen,Iris Johansen,11,1,32498.0,4.14,6348046.0,9665.0,BLOOD GAME,None,338,True
396,439,TO TRY MEN'S SOULS,"Newt Gingrich, William R Forstchen and Albert S Hanser",Newt Gingrich,13,1,5103.0,4.07,6460435.0,1456.0,TO TRY MEN'S SOULS,,,True
397,440,THE GATHERING STORM,Robert Jordan and Brandon Sanderson,Robert Jordan,1,8,6252.0,4.36,1166599.0,112192.0,THE GATHERING STORM,male,783,True
400,443,LAST NIGHT IN TWISTED RIVER,John Irving,John Irving,10,3,3075.0,3.75,6323821.0,22446.0,LAST NIGHT IN TWISTED RIVER,male,554,True
402,446,ANGEL TIME,Anne Rice,Anne Rice,13,1,7577.0,3.29,6282915.0,8907.0,ANGEL TIME,female,274,True
403,447,FORD COUNTY,John Grisham,John Grisham,1,9,721.0,3.59,6398972.0,18226.0,FORD COUNTY,male,308,True
405,449,THE LACUNA,Barbara Kingsolver,Barbara Kingsolver,10,8,3541.0,3.78,6433752.0,53964.0,THE LACUNA,female,508,True
406,450,NO LESS THAN VICTORY,Jeff Shaara,Jeff Shaara,11,1,14655.0,4.26,6441706.0,3934.0,NO LESS THAN VICTORY,male,,True
407,451,RAINWATER,Sandra Brown,Sandra Brown,17,0,6218.0,3.95,6668592.0,11834.0,RAINWATER,female,247,True
409,454,"UNDER THE DOME, PART 1",Stephen King,Stephen King,1,9,3389.0,4.04,18528452.0,9070.0,"UNDER THE DOME, PART 1",male,656,True
412,457,NEW YORK,Edward Rutherfurd,Edward Rutherfurd,14,1,16204.0,4.12,8258519.0,28356.0,NEW YORK,None,862,True
414,459,WISHIN' AND HOPIN',Wally Lamb,Wally Lamb,20,0,3505.0,3.54,8152697.0,13727.0,WISHIN' AND HOPIN',male,268,True
416,461,THE WRECKER,Clive Cussler and Justin Scott,Clive Cussler,15,3,18411.0,4.01,6225208.0,8594.0,THE WRECKER,male,470,True
417,462,PIRATE LATITUDES,Michael Crichton,Michael Crichton,12,7,5194.0,3.43,6428887.0,36973.0,PIRATE LATITUDES,male,312,True
418,463,BREATHLESS,Dean Koontz,Dean Koontz,10,5,9355.0,3.47,6327770.0,13424.0,BREATHLESS,None,337,True
422,467,DIVINE MISDEMEANORS,Laurell K Hamilton,Laurell K. Hamilton,18,1,9550.0,4.04,6098691.0,22712.0,DIVINE MISDEMEANORS,female,333,True
424,469,DARTH BANE,Drew Karpyshyn,Drew Karpyshyn,18,0,20030.0,4.5,16071610.0,1372.0,DARTH BANE,None,,True
427,472,THE HONOR OF SPIES,W E B Griffin and William E Butterworth IV,W.E.B. Griffin,15,3,1415338.0,4.13,6640294.0,2395.0,THE HONOR OF SPIES,male,944,True
428,473,DEEPER THAN THE DEAD,Tami Hoag,Tami Hoag,10,4,9890.0,4.07,1747182.0,19842.0,DEEPER THAN THE DEAD,female,432,True
430,475,"I, SNIPER",Stephen Hunter,Stephen Hunter,14,6,12546.0,4.07,6379549.0,7363.0,"I, SNIPER",male,418,True
437,482,THE SWAN THIEVES,Elizabeth Kostova,Elizabeth Kostova,14,5,5918.0,3.55,5983057.0,28885.0,THE SWAN THIEVES,female,565,True
441,486,THE BURNING LAND,Bernard Cornwell,Bernard Cornwell,12,2,12542.0,4.3,6489529.0,23021.0,THE BURNING LAND,None,,True
444,490,GATOR A-GO-GO,Tim Dorsey,Tim Dorsey,16,1,27017.0,4.13,6672751.0,2278.0,GATOR A-GO-GO,male,336,True
449,495,POOR LITTLE BITCH GIRL,Jackie Collins,Jackie Collins,12,4,49699.0,3.84,6791610.0,6873.0,POOR LITTLE BITCH GIRL,female,472,True
450,496,"BRAVA, VALENTINE",Adriana Trigiani,Adriana Trigiani,13,3,9219.0,3.9,6673171.0,12308.0,"BRAVA, VALENTINE",female,352,True
452,499,THE MIDNIGHT HOUSE,Alex Berenson,Alex Berenson,12,2,195905.0,4.04,6999817.0,8318.0,THE MIDNIGHT HOUSE,None,,True
455,502,THE THREE WEISSMANNS OF WESTPORT,Cathleen Schine,Cathleen Schine,14,3,127216.0,2.9,6670347.0,7598.0,THE THREE WEISSMANNS OF WESTPORT,female,295,True
456,504,HORNS,Joe Hill,Joe Hill,10,2,88506.0,3.92,6587879.0,87987.0,HORNS,male,370,True
459,507,FANTASY IN DEATH,J D Robb,J.D. Robb,1,3,17065.0,4.26,6542645.0,18581.0,FANTASY IN DEATH,None,,True
461,509,SPLIT IMAGE,Robert B Parker,Robert B. Parker,13,5,397.0,3.93,6658779.0,7989.0,SPLIT IMAGE,male,277,True
462,510,BIG GIRL,Danielle Steel,Danielle Steel,12,4,14255.0,3.52,7089888.0,10898.0,BIG GIRL,female,,True
463,511,APPLE TURNOVER MURDER,Joanne Fluke,Joanne Fluke,11,1,18819.0,3.75,6957009.0,8381.0,APPLE TURNOVER MURDER,female,,True
464,512,HOUSE RULES,Jodi Picoult,Jodi Picoult,1,9,7128.0,4.02,6614960.0,131482.0,HOUSE RULES,female,532,True
465,513,ABRAHAM LINCOLN: VAMPIRE HUNTER,Seth Grahame-Smith,Seth Grahame-Smith,13,7,169377.0,3.7,7108001.0,123563.0,ABRAHAM LINCOLN: VAMPIRE HUNTER,male,336,True
475,523,THINK TWICE,Lisa Scottoline,Lisa Scottoline,12,3,20258.0,3.64,7078265.0,12819.0,THINK TWICE,female,374,True
477,525,HER MOTHER'S HOPE,Francine Rivers,Francine Rivers,12,1,6492.0,4.29,6926176.0,21776.0,HER MOTHER'S HOPE,female,498,True
479,527,THE SPELLMANS STRIKE AGAIN,Lisa Lutz,Lisa Lutz,16,1,74189.0,4.2,6571967.0,11505.0,THE SPELLMANS STRIKE AGAIN,,,True
480,528,CAUGHT,Harlan Coben,Harlan Coben,1,5,24689.0,3.98,6681454.0,44069.0,CAUGHT,None,,True
482,531,MATTERHORN,Karl Marlantes,Karl Marlantes,10,8,2904306.0,4.24,6411016.0,32348.0,MATTERHORN,male,663,True
485,534,THE MAPPING OF LOVE AND DEATH,Jacqueline Winspear,Jacqueline Winspear,12,1,5023.0,4.21,6553733.0,18306.0,THE MAPPING OF LOVE AND DEATH,None,,True
488,537,SOLAR,Ian McEwan,Ian McEwan,12,2,2408.0,3.24,7140754.0,21968.0,SOLAR,male,287,True
490,539,WITHOUT MERCY,Lisa Jackson,Lisa Jackson,11,1,13757.0,3.88,7109143.0,6364.0,WITHOUT MERCY,female,424,True
496,546,THE ALOHA QUILT,Jennifer Chiaverini,Jennifer Chiaverini,11,1,11630.0,3.86,6654118.0,3777.0,THE ALOHA QUILT,female,,True
497,547,CAT OF THE CENTURY,Rita Mae Brown,Rita Mae Brown,14,1,23511.0,3.63,6707234.0,1684.0,CAT OF THE CENTURY,female,219,True
498,548,IMPERFECT BIRDS,Anne Lamott,Anne Lamott,16,1,7113.0,3.28,6709616.0,6238.0,IMPERFECT BIRDS,,,True
500,550,MISS JULIA RENEWS HER VOWS,Ann B Ross,Ann B. Ross,18,0,43948.0,4.06,7103547.0,2138.0,MISS JULIA RENEWS HER VOWS,female,341,True
501,551,THE LAST TIME I SAW YOU,Elizabeth Berg,Elizabeth Berg,20,0,3529.0,3.32,7012055.0,8136.0,THE LAST TIME I SAW YOU,female,,True
502,552,THE SHADOW OF YOUR SMILE,Mary Higgins Clark,Mary Higgins Clark,1,6,99044.0,3.68,6629816.0,8586.0,THE SHADOW OF YOUR SMILE,female,319,True
503,553,EVERY LAST ONE,Anna Quindlen,Anna Quindlen,10,4,3500.0,3.85,7468160.0,32518.0,EVERY LAST ONE,female,299,True
505,555,A MIGHTY FORTRESS,David Weber,David Weber,9,1,10517.0,4.12,6940561.0,5541.0,A MIGHTY FORTRESS,male,718,True
507,557,BEATRICE AND VIRGIL,Yann Martel,Yann Martel,13,2,811.0,3.14,7176578.0,18379.0,BEATRICE AND VIRGIL,,,True
508,558,THE BRIDE COLLECTOR,Ted Dekker,Ted Dekker,14,1,1441.0,3.84,6884938.0,9845.0,THE BRIDE COLLECTOR,male,384,True
509,559,DELIVER US FROM EVIL,David Baldacci,David Baldacci,1,6,9291.0,4.01,7277715.0,22876.0,DELIVER US FROM EVIL,male,406,True
513,563,LUCID INTERVALS,Stuart Woods,Stuart Woods,18,2,3936.0,3.87,7116365.0,7527.0,LUCID INTERVALS,male,,True
514,564,BURNING LAMP,Amanda Quick,Amanda Quick,15,2,42211.0,4.03,6908832.0,7193.0,BURNING LAMP,None,340,True
515,566,EIGHT DAYS TO LIVE,Iris Johansen,Iris Johansen,14,2,32498.0,3.99,6717377.0,6717.0,EIGHT DAYS TO LIVE,None,,True
516,567,THE 9TH JUDGMENT,James Patterson and Maxine Paetro,James Patterson,1,7,3780.0,4.09,7156505.0,38752.0,THE 9TH JUDGMENT,male,355,True
517,568,LOVER MINE,J R Ward,J.R. Ward,10,5,20248.0,4.41,7046495.0,96403.0,LOVER MINE,None,528,True
518,569,HANNAH'S LIST,Debbie Macomber,Debbie Macomber,11,3,11349.0,3.99,7556334.0,10203.0,HANNAH'S LIST,female,416,True
519,570,THE GOD OF THE HIVE,Laurie R King,Laurie R. King,11,1,6760.0,4.18,6780920.0,10871.0,THE GOD OF THE HIVE,female,None,True
520,571,ISLAND BENEATH THE SEA,Isabel Allende,Isabel Allende,13,3,2238.0,4.03,7005479.0,28571.0,ISLAND BENEATH THE SEA,female,457,True
523,574,DEAD IN THE FAMILY,Charlaine Harris,Charlaine Harris,1,9,17061.0,3.89,7091488.0,143898.0,DEAD IN THE FAMILY,None,311,True
526,578,TELL-ALL,Chuck Palahniuk,Chuck Palahniuk,10,1,2546.0,2.85,6855294.0,11882.0,TELL-ALL,male,192,True
527,579,THE IMPERFECTIONISTS,Tom Rachman,Tom Rachman,13,4,3066198.0,3.54,6834410.0,43974.0,THE IMPERFECTIONISTS,,,True
532,584,61 HOURS,Lee Child,Lee Child,1,6,5091.0,4.1,6977769.0,61098.0,61 HOURS,male,383,True
534,586,STORM PREY,John Sandford,John Sandford,16,4,4610.0,4.16,6878614.0,15973.0,STORM PREY,male,408,True
544,596,THE BOURNE OBJECTIVE,Eric Van Lustbader,Eric Van Lustbader,14,3,39467.0,4.07,7144426.0,17690.0,THE BOURNE OBJECTIVE,male,437,True
546,598,THE RULE OF NINE,Steve Martini,Steve Martini,15,1,1648.0,3.94,7144433.0,4469.0,THE RULE OF NINE,male,400,True
547,599,THE PARTICULAR SADNESS OF LEMON CAKE,Aimee Bender,Aimee Bender,15,1,5285.0,3.2,7048800.0,52272.0,THE PARTICULAR SADNESS OF LEMON CAKE,female,292,True
549,601,THE PASSAGE,Justin Cronin,Justin Cronin,11,8,45315.0,4.04,6690798.0,163853.0,THE PASSAGE,,,True
550,602,DEATH ECHO,Elizabeth Lowell,Elizabeth Lowell,15,1,19051.0,3.77,6966454.0,2407.0,DEATH ECHO,female,392,True
551,603,THE OVERTON WINDOW,Glenn Beck,Glenn Beck,1,7,188932.0,3.53,6949478.0,5973.0,THE OVERTON WINDOW,male,343,True
552,604,WHIPLASH,Catherine Coulter,Catherine Coulter,12,3,1239.0,4.14,7144235.0,10264.0,WHIPLASH,female,402,True
555,607,SPIES OF THE BALKANS,Alan Furst,Alan Furst,10,1,49941.0,3.89,7440139.0,4763.0,SPIES OF THE BALKANS,male,,True
556,608,IMPERIAL BEDROOMS,Bret Easton Ellis,Bret Easton Ellis,15,1,2751.0,3.15,7519866.0,14063.0,IMPERIAL BEDROOMS,,,True
557,609,THAT PERFECT SOMEONE,Johanna Lindsey,Johanna Lindsey,18,0,29542.0,3.98,7125012.0,6079.0,THAT PERFECT SOMEONE,female,372,True
558,611,SIZZLING SIXTEEN,Janet Evanovich,Janet Evanovich,1,8,2384.0,3.94,7023554.0,67972.0,SIZZLING SIXTEEN,female,371,True
560,613,FAMILY TIES,Danielle Steel,Danielle Steel,13,3,14255.0,3.82,6761440.0,6359.0,FAMILY TIES,female,322,True
564,617,FOREIGN INFLUENCE,Brad Thor,Brad Thor,13,4,5088.0,4.24,7313444.0,16906.0,FOREIGN INFLUENCE,male,373,True
565,619,ICE COLD,Tess Gerritsen,Tess Gerritsen,10,3,18149.0,4.16,7202831.0,33910.0,ICE COLD,female,,True
566,620,IN THE NAME OF HONOR,Richard North Patterson,Richard North Patterson,11,1,38537.0,3.85,6902794.0,2209.0,IN THE NAME OF HONOR,male,401,True
567,621,THE THOUSAND AUTUMNS OF JACOB DE ZOET,David Mitchell,David Mitchell,11,3,6538289.0,4.03,7141642.0,46812.0,THE THOUSAND AUTUMNS OF JACOB DE ZOET,male,479,True
571,625,UNDEAD AND UNFINISHED,MaryJanice Davidson,MaryJanice Davidson,15,1,1429808.0,3.62,6884614.0,8145.0,UNDEAD AND UNFINISHED,female,,True
572,626,STILL MISSING,Chevy Stevens,Chevy Stevens,19,0,3163298.0,3.97,7159515.0,57090.0,STILL MISSING,None,None,True
573,627,FLY AWAY HOME,Jennifer Weiner,Jennifer Weiner,10,6,9212.0,3.68,7227174.0,42112.0,FLY AWAY HOME,female,401,True
574,628,THE GLASS RAINBOW,James Lee Burke,James Lee Burke,14,5,7031.0,4.21,7200466.0,9199.0,THE GLASS RAINBOW,male,,True
577,631,RULES OF BETRAYAL,Christopher Reich,Christopher Reich,18,0,49607.0,3.98,7144448.0,2212.0,RULES OF BETRAYAL,male,372,True
579,633,THE OLD REPUBLIC: FATAL ALLIANCE,Sean Williams,Sean Williams,12,2,31321.0,4.0,34836148.0,8.0,THE OLD REPUBLIC: FATAL ALLIANCE,male,None,True
581,635,A DOG'S PURPOSE,W Bruce Cameron,W. Bruce Cameron,20,0,327737.0,4.35,7723542.0,96305.0,A DOG'S PURPOSE,None,,True
586,640,THE COOKBOOK COLLECTOR,Allegra Goodman,Allegra Goodman,20,0,16264.0,3.31,7632696.0,11945.0,THE COOKBOOK COLLECTOR,,,True
593,647,SCARLET NIGHTS,Jude Deveraux,Jude Deveraux,15,1,28574.0,3.92,7266940.0,5391.0,SCARLET NIGHTS,female,376,True
595,650,TOUGH CUSTOMER,Sandra Brown,Sandra Brown,13,4,6218.0,3.97,7262166.0,12714.0,TOUGH CUSTOMER,female,391,True
597,652,VEIL OF NIGHT,Linda Howard,Linda Howard,14,2,16961.0,3.77,7046510.0,8760.0,VEIL OF NIGHT,female,352,True
604,660,LAST NIGHT AT CHATEAU MARMONT,Lauren Weisberger,Lauren Weisberger,13,2,3490.0,3.51,7569223.0,28973.0,LAST NIGHT AT CHATEAU MARMONT,female,432,True
608,664,TEMPTED BY TROUBLE,Eric Jerome Dickey,Eric Jerome Dickey,20,0,12936.0,3.99,1686166.0,1646.0,TEMPTED BY TROUBLE,male,,True
609,665,SPIDER BONES,Kathy Reichs,Kathy Reichs,13,3,26372.0,3.91,7189177.0,19809.0,SPIDER BONES,female,306,True
610,667,BEARERS OF THE BLACK STAFF (LEGENDS OF SHANNARA),Terry Brooks,Terry Brooks,14,2,9629.0,4.04,7302794.0,8804.0,BEARERS OF THE BLACK STAFF (LEGENDS OF SHANNARA),male,353,True
614,671,LOST EMPIRE,Clive Cussler with Grant Blackwood,Clive Cussler,11,4,18411.0,3.93,7830113.0,7082.0,LOST EMPIRE,male,,True
615,672,THE WAY OF KINGS,Brandon Sanderson,Brandon Sanderson,11,2,38550.0,4.65,7235533.0,221651.0,THE WAY OF KINGS,male,1007,True
617,674,BODY WORK,Sara Paretsky,Sara Paretsky,19,1,28509.0,3.89,7907687.0,5732.0,BODY WORK,female,,True
620,677,GETTING TO HAPPY,Terry McMillan,Terry McMillan,11,6,20704.0,3.53,8176075.0,4470.0,GETTING TO HAPPY,None,375,True
621,678,APE HOUSE,Sara Gruen,Sara Gruen,13,3,24556.0,3.48,2458340.0,26278.0,APE HOUSE,female,306,True
622,679,ZERO HISTORY,William Gibson,William Gibson,15,2,9226.0,3.94,7745031.0,12762.0,ZERO HISTORY,male,404,True
623,681,THE HIGH KING OF MONTIVAL,S M Stirling,S.M. Stirling,12,1,14002.0,3.92,8848270.0,3254.0,THE HIGH KING OF MONTIVAL,male,,True
624,682,DEXTER IS DELICIOUS,Jeff Lindsay,Jeff Lindsay,17,0,10482.0,3.79,7469133.0,16505.0,DEXTER IS DELICIOUS,None,350,True
625,684,SAFE HAVEN,Nicholas Sparks,Nicholas Sparks,1,9,2345.0,4.2,40603730.0,304791.0,SAFE HAVEN,male,353,True
629,689,HER DAUGHTER'S DREAM,Francine Rivers,Francine Rivers,12,1,6492.0,4.36,8142508.0,13429.0,HER DAUGHTER'S DREAM,female,580,True
631,691,A SECRET KEPT,Tatiana de Rosnay,Tatiana de Rosnay,14,1,305400.0,3.34,7963208.0,23247.0,A SECRET KEPT,female,303,True
632,693,BAD BLOOD,John Sandford,John Carreyrou,11,4,17575761.0,4.48,37976541.0,43422.0,BAD BLOOD,male,299,True
634,695,MINI SHOPAHOLIC,Sophie Kinsella,Sophie Kinsella,15,2,6160.0,3.71,7415016.0,48050.0,MINI SHOPAHOLIC,None,418,True
638,700,FALL OF GIANTS,Ken Follett,Ken Follett,1,9,3447.0,4.28,7315573.0,225202.0,FALL OF GIANTS,None,985,True
640,702,SQUIRREL SEEKS CHIPMUNK,David Sedaris,David Sedaris,10,9,2849.0,3.35,7857195.0,53999.0,SQUIRREL SEEKS CHIPMUNK,male,159,True
641,703,NAKED HEAT,Richard Castle,Richard Castle,16,2,1953433.0,3.76,7776678.0,20717.0,NAKED HEAT,male,288,True
644,707,THE FORT,Bernard Cornwell,Bernard Cornwell,17,0,12542.0,3.58,9267072.0,4756.0,THE FORT,None,480,True
645,708,OUT OF THE DARK,David Weber,David Weber,20,0,10517.0,3.22,7892754.0,3032.0,OUT OF THE DARK,male,381,True
646,709,THE REVERSAL,Michael Connelly,Michael Connelly,1,4,12470.0,4.14,7936809.0,47874.0,THE REVERSAL,male,391,True
647,710,PAINTED LADIES,Robert B Parker,Robert B. Parker,11,2,397.0,3.97,7625566.0,8351.0,PAINTED LADIES,male,5,True
649,714,GAUNTLGRYM,R A Salvatore,R.A. Salvatore,13,1,1023510.0,4.19,7879891.0,8676.0,GAUNTLGRYM,male,345,True
650,715,THE VALCOURT HEIRESS,Catherine Coulter,Catherine Coulter,19,0,1239.0,3.4,7928992.0,2406.0,THE VALCOURT HEIRESS,female,368,True
652,717,OUR KIND OF TRAITOR,John le Carré,John le Carré,14,3,1411964.0,3.4,7839766.0,9168.0,OUR KIND OF TRAITOR,male,,True
656,721,THE TWELFTH IMAM,Joel C Rosenberg,Joel C. Rosenberg,16,2,221833.0,4.21,9246711.0,6827.0,THE TWELFTH IMAM,male,None,True
658,724,AGAINST ALL THINGS ENDING,Stephen R Donaldson,Stephen R. Donaldson,15,1,12980.0,3.89,6237780.0,3652.0,AGAINST ALL THINGS ENDING,male,596,True
659,726,THE TEMPLAR SALVATION,Raymond Khoury,Raymond Khoury,16,1,26011.0,3.86,7831076.0,10274.0,THE TEMPLAR SALVATION,None,405,True
660,727,CRYOBURN,Lois McMaster Bujold,Lois McMaster Bujold,20,0,16094.0,4.06,7841670.0,11725.0,CRYOBURN,female,345,True
663,730,SIDE JOBS,Jim Butcher,Jim Butcher,13,2,10746.0,4.25,7779059.0,42524.0,SIDE JOBS,male,418,True
664,731,JAINA PROUDMOORE: TIDES OF WAR,Christie Golden,Christie Golden,13,1,7710.0,4.06,13260060.0,3463.0,JAINA PROUDMOORE: TIDES OF WAR,female,352,True
665,732,CHRISTMAS EVE AT FRIDAY HARBOR,Lisa Kleypas,Lisa Kleypas,18,0,27847.0,3.75,7989800.0,16433.0,CHRISTMAS EVE AT FRIDAY HARBOR,female,211,True
666,733,TOWERS OF MIDNIGHT,Robert Jordan and Brandon Sanderson,Robert Jordan,1,7,6252.0,4.43,8253920.0,110071.0,TOWERS OF MIDNIGHT,male,,True
668,735,MOONLIGHT MILE,Dennis Lehane,Dennis Lehane,15,2,10289.0,3.72,7853757.0,19042.0,MOONLIGHT MILE,None,,True
669,736,EDGE,Jeffery Deaver,J.A. Redmerski,14,1,5437976.0,4.25,16081272.0,136021.0,EDGE,None,426,True
671,738,HELL'S CORNER,David Baldacci,David Baldacci,1,9,9291.0,4.12,8045080.0,27187.0,HELL'S CORNER,male,,True
672,739,"FULL DARK, NO STARS",Stephen King,Stephen King,12,8,3389.0,4.05,7912007.0,80090.0,"FULL DARK, NO STARS",male,368,True
673,740,I STILL DREAM ABOUT YOU,Fannie Flagg,Fannie Flagg,16,2,6125.0,3.57,7897620.0,15937.0,I STILL DREAM ABOUT YOU,female,,True
674,741,THE DISTANT HOURS,Kate Morton,Kate Morton,16,0,615274.0,3.87,6746018.0,59299.0,THE DISTANT HOURS,None,562,True
677,744,CRESCENT DAWN,Clive Cussler and Dirk Cussler,Clive Cussler,14,6,18411.0,3.97,8219033.0,9334.0,CRESCENT DAWN,male,,True
679,746,THE ATHENA PROJECT,Brad Thor,Brad Thor,10,1,5088.0,3.84,7906442.0,9583.0,THE ATHENA PROJECT,male,336,True
680,747,AN OBJECT OF BEAUTY,Steve Martin,Steve Martin,13,5,7103.0,3.6,7907803.0,47151.0,AN OBJECT OF BEAUTY,male,304,True
681,748,PORT MORTUARY,Patricia Cornwell,Patricia Cornwell,1,7,1025097.0,3.58,7926242.0,18804.0,PORT MORTUARY,female,496,True
685,753,WHAT THE NIGHT KNOWS,Dean Koontz,Dean Koontz,1,8,9355.0,3.75,7830126.0,17567.0,WHAT THE NIGHT KNOWS,None,442,True
689,758,DEAD ZERO,Stephen Hunter,Stephen Hunter,14,1,12546.0,4.09,7841445.0,5237.0,DEAD ZERO,male,406,True
