,author,author_id,average_rating,book_id,ratings_count,title,title_query
258,Jack Canfield,35476,4.27,96593,25453,The Success Principles: How to Get from Where You Are to Where You Want to Be,TO BE WHERE YOU ARE
259,Jo Nesbø,904719,4.23,18142329,27477,"Police (Harry Hole, #10)",POLICE
260,Oliver North,57542,4.06,15801651,368,"Heroes Proved (Peter Newman, #4)",HEROES PROVED
261,S.M. Stirling,14002,3.91,2922849,4522,"The Scourge of God (Emberverse, #5)",THE SCOURGE OF GOD
262,Maggie Stiefvater,1330292,3.77,6068551,397923,"Shiver (The Wolves of Mercy Falls, #1)",A MERCY
263,Jade C. Jamison,4876604,3.77,17182172,4145,"Bullet (Bullet, #1)",BULLET
264,Janet Evanovich,2384,3.68,28524313,16947,"Curious Minds (Knight and Moon, #1)",CURIOUS MINDS
265,Kresley Cole,4428,4.42,10790516,36245,"Lothaire (Immortals After Dark, #12)",LOTHAIRE
266,Tami Hoag,9890,4.07,25387897,9626,"The Bitter Season (Kovac and Liska, #5)",THE BITTER SEASON
267,Christopher Pike,19954,4.07,6424184,28249,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)",THE THIRST
268,William Shakespeare,947,3.89,8852,588428,Macbeth,MACBETH
269,J.D. Robb,17065,4.27,2494204,18825,"Salvation in Death (In Death, #27)",SALVATION IN DEATH
270,Alexander McCall Smith,4738,4.12,4285768,18360,Tea Time for the Traditionally Built (No. 1 Ladies' Detective Agency #10),TEA TIME FOR THE TRADITIONALLY BUILT
271,Dorothea Benton Frank,36935,3.53,31931767,9851,"Same Beach, Next Year","SAME BEACH, NEXT YEAR"
272,Philip Kerr,53936,4.04,23281730,3307,"The Lady from Zagreb (Bernard Gunther, #10)",THE LADY FROM ZAGREB
273,Mark Helprin,8146,3.47,13391073,3365,In Sunlight and in Shadow,IN SUNLIGHT AND IN SHADOW
274,Thomas Pynchon,235,3.57,17208457,9589,Bleeding Edge,BLEEDING EDGE
275,Lisa Jackson,13757,3.54,32019356,2611,You Will Pay,YOU WILL PAY
276,Ruth Ware,9013543,3.68,28187230,243017,The Woman in Cabin 10,THE WOMAN IN CABIN 10
277,Jacqueline Winspear,5023,4.02,6553732,14753,"A Lesson in Secrets (Maisie Dobbs, #8)",A LESSON IN SECRETS
278,Ashley Elston,5317545,3.91,13018503,8037,"The Rules for Disappearing (The Rules for Disappearing, #1)",THE DISAPPEARED
279,Richard Paul Evans,46097,4.15,11110218,6659,Lost December,LOST DECEMBER
280,Nevada Barr,43613,3.86,12127718,6851,"The Rope (Anna Pigeon, #17)",THE ROPE
281,Louise Fitzhugh,2560,3.95,232576,91152,Harriet the Spy (Harriet the Spy #1),THE SPY
282,Philippa Gregory,9987,3.76,28251813,17942,"Three Sisters, Three Queens (The Plantagenet and Tudor Novels, #8)","THREE SISTERS, THREE QUEENS"
283,Karen Russell,26417,3.23,40940157,46496,Swamplandia!,SWAMPLANDIA!
284,Amy Hatvany,576641,3.83,10113312,4725,Best Kept Secret,BEST KEPT SECRET
285,David Baldacci,9291,4.18,29467945,30040,"No Man's Land (John Puller, #4)",NO MAN'S LAND
286,Cassia Leo,6521131,4.02,29539518,6153,Black Box,THE BLACK BOX
287,Ruth Reichl,5662,3.76,18167006,24230,Delicious!,DELICIOUS!
288,Chuck Palahniuk,2546,3.93,36236123,95138,Survivor,THE SURVIVOR
289,Jojo Moyes,281810,3.97,18693627,117609,The Girl You Left Behind,THE GIRL YOU LEFT BEHIND
290,Richard Flanagan,8864,4.01,17905709,41691,The Narrow Road to the Deep North,THE NARROW ROAD TO THE DEEP NORTH
291,Terry Brooks,9629,4.04,7302794,8804,"Bearers of the Black Staff (Legends of Shannara, #1)",BEARERS OF THE BLACK STAFF (LEGENDS OF SHANNARA)
292,Nora Roberts,625,3.99,16158519,31021,Whiskey Beach,WHISKEY BEACH
293,Alan Bradley,1074866,4.16,41017660,23716,"The Dead in Their Vaulted Arches (Flavia de Luce, #6)",THE DEAD IN THEIR VAULTED ARCHES
294,Clive Cussler,18411,4.00,21413809,6209,"Havana Storm (Dirk Pitt, #23)",HAVANA STORM
295,Danielle Steel,14255,4.10,35518466,5437,Accidental Heroes,ACCIDENTAL HEROES
296,Shauna Singh Baldwin,19957,3.72,501815,489,The Tiger Claw,TIGER'S CLAW
297,Donna Leon,16290,4.06,25786897,5110,"The Waters of Eternal Youth (Commissario Brunetti, #25)",THE WATERS OF ETERNAL YOUTH
298,Sophie Kinsella,6160,3.82,6063187,139429,Twenties Girl,TWENTIES GIRL
299,Michael Brandman,4678962,4.07,8438022,9496,"Robert B. Parker's Killing the Blues (Jesse Stone, #10)",ROBERT B PARKER'S KILLING THE BLUES
300,Greg Iles,19696,4.14,18505832,28894,"Natchez Burning (Penn Cage, #4)",NATCHEZ BURNING
301,Sanjay Gupta,162139,3.47,13176500,3406,Monday Mornings,MONDAY MORNINGS
302,Barbara Taylor Bradford,5353,3.32,2957414,1161,"Being Elizabeth (Ravenscar, #3)",BEING ELIZABETH
303,Lucia Berlin,157697,4.18,22929586,13314,A Manual for Cleaning Women: Selected Stories,A MANUAL FOR CLEANING WOMEN
304,David Baldacci,9291,4.06,23153154,79787,"Memory Man (Amos Decker, #1)",MEMORY MAN
305,Jane Smiley,1339,3.84,23602474,6204,"Early Warning (Last Hundred Years: A Family Saga, #2)",EARLY WARNING
306,Lisa Scottoline,20258,3.78,17934416,19050,Keep Quiet,KEEP QUIET
307,Stephen King,3389,3.76,20926278,82699,Revival,REVIVAL
308,James Patterson,3780,3.85,25324116,9787,"Private Paris (Private, #10)",PRIVATE PARIS
309,Jennifer Chiaverini,11630,4.17,3678952,4212,"The Lost Quilter (Elm Creek Quilts, #14)",THE LOST QUILTER
310,Eleanor Brown,571131,3.36,8573020,42055,The Weird Sisters,THE WEIRD SISTERS
311,Annie Barrows,63116,3.75,22551743,14839,The Truth According to Us,THE TRUTH ACCORDING TO US
312,Miley Cyrus,990148,3.50,6263078,8550,Miles to Go,MILES TO GO
313,J.D. Robb,17065,4.34,22571696,16348,"Obsession in Death (In Death, #40)",OBSESSION IN DEATH
314,Glennon Doyle Melton,4175328,4.08,31845516,37567,Love Warrior,WARRIORS
315,Christopher Reich,49607,3.98,7144448,2212,"Rules of Betrayal (Jonathan Ransom, #3)",RULES OF BETRAYAL
316,James Dashner,348878,3.77,7864437,294713,"The Death Cure (The Maze Runner, #3)",CURE
317,C.J. Roberts,5174152,4.30,13612739,51535,"Seduced in the Dark (The Dark Duet, #2)",SEDUCED
318,Aimee Bender,5285,3.20,7048800,52272,The Particular Sadness of Lemon Cake,THE PARTICULAR SADNESS OF LEMON CAKE
319,Aimee Molloy,365937,3.55,35887193,30342,The Perfect Mother,THE PERFECT MOTHER
320,Jackie Collins,49699,3.84,6791610,6873,"Poor Little Bitch Girl (Lucky Santangelo, #7)",POOR LITTLE BITCH GIRL
321,Jeff Lindsay,10482,3.79,7469133,16505,"Dexter Is Delicious (Dexter, #5)",DEXTER IS DELICIOUS
322,Michelle Kemper Brownlow,6951309,3.69,17408300,653,"In Too Deep (In Too Deep, #1)",IN TOO DEEP
323,Adriana Trigiani,9219,3.99,13127599,69320,The Shoemaker's Wife,THE SHOEMAKER'S WIFE
324,Terry Goodkind,3441,3.60,6311614,11162,The Law of Nines,THE LAW OF NINES
325,Nevada Barr,43613,3.82,17934372,4765,"Destroyer Angel (Anna Pigeon, #18)",DESTROYER ANGEL
326,Alfred Noyes,42249,4.27,116381,5162,The Highwayman,THE HIGHWAYMAN
327,Jane Green,12915,3.43,6054190,12548,Dune Road,DUNE ROAD
328,Kim Harrison,17054,4.45,8138071,41467,"Pale Demon (The Hollows, #9)",PALE DEMON
329,Tabitha Suzuma,599916,4.05,7600924,47993,Forbidden,FORBIDDEN
330,Daniel Silva,29085,4.18,23460947,20085,"The English Spy (Gabriel Allon, #15)",THE ENGLISH SPY
331,Neal Stephenson,545,3.97,10552338,44260,Reamde,REAMDE
332,Margaret Atwood,3472,3.87,28588073,19905,Hag-Seed,HAG-SEED
333,Iris Johansen,32498,4.00,21853634,2590,"Your Next Breath (Catherine Ling, #4)",YOUR NEXT BREATH
334,Lauren Kate,2905297,3.73,6487308,442467,"Fallen (Fallen, #1)",THE FALLEN
335,James Rollins,38809,4.02,29100224,8410,"The Seventh Plague (Sigma Force, #12)",THE SEVENTH PLAGUE
336,James Patterson,3780,3.23,32603500,6573,The Store,THE STORE
337,Stephenie Meyer,941441,4.03,4502877,141093,"Midnight Sun (Twilight, #1.5)",MIDNIGHT SUN
338,Jacqueline Winspear,5023,4.04,25776606,11257,"Journey to Munich (Maisie Dobbs, #12)",JOURNEY TO MUNICH
339,Bernard Cornwell,12542,4.40,25394440,11360,"Warriors of the Storm (The Saxon Stories, #9)",WARRIORS OF THE STORM
340,Seth Grahame-Smith,169377,3.70,7108001,123563,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",ABRAHAM LINCOLN: VAMPIRE HUNTER
341,Tami Hoag,9890,4.07,1747182,19842,"Deeper Than the Dead (Oak Knoll, #1)",DEEPER THAN THE DEAD
342,Patricia Cornwell,1025097,3.58,7926242,18804,"Port Mortuary (Kay Scarpetta, #18)",PORT MORTUARY
343,Kendall Ryan,6473923,3.82,36297992,4261,"xo, Zach",XO
344,Andrew Gross,8214,3.82,16137521,2671,No Way Back,NO WAY BACK
345,Chuck Palahniuk,2546,2.99,19523454,12505,Beautiful You,BEAUTIFUL YOU
346,Ernest Hemingway,1455,3.66,108218,8010,Men Without Women,MEN WITHOUT WOMEN
347,Ashley Antoinette,2843599,4.57,5953477,7118,"The Cartel (The Cartel, #1)",THE CARTEL
348,Mary Kay Andrews,21387,3.89,41014681,17868,The Fixer Upper,THE FIXER UPPER
349,Tasmina Perry,257937,3.97,24485860,740,The Last Kiss Goodbye,THE LAST KISS GOODBYE
350,Lisa Jackson,13757,3.78,12351871,7170,You Don't Want To Know,YOU DON'T WANT TO KNOW
351,Jackie Collins,49699,3.78,2356639,3112,Married Lovers,MARRIED LOVERS
352,Linda Fairstein,48895,3.94,8853981,4652,"Silent Mercy (Alexandra Cooper, #13)",SILENT MERCY
353,Lisa Genova,978484,3.99,22716194,37384,Inside the O'Briens,INSIDE THE O'BRIENS
354,Steve Berry,3621,4.05,25671826,8649,"The 14th Colony (Cotton Malone, #11)",THE 14TH COLONY
355,Anne Rice,7577,3.79,21412673,18448,"Prince Lestat (The Vampire Chronicles, #11)",PRINCE LESTAT
356,Kevin Hearne,4414255,3.35,22059478,7002,Heir to the Jedi (Star Wars),STAR WARS: HEIR TO THE JEDI
357,Jennifer Weiner,9212,3.68,7227174,42112,Fly Away Home,FLY AWAY
358,Alan Dean Foster,11735,3.72,25387202,13574,"The Force Awakens (Star Wars: Novelizations, #7)",THE FORCE AWAKENS
359,Debbie Macomber,11349,3.99,33133980,7402,Any Dream Will Do,ANY DREAM WILL DO
360,James Rollins,38809,4.16,5171894,23774,"The Doomsday Key (Sigma Force, #6)",THE DOOMSDAY KEY
361,Sandra Brown,6218,4.07,17333403,13518,Deadline,DEADLINE
362,Lee Child,5091,4.02,13359067,52504,"A Wanted Man (Jack Reacher, #17)",A WANTED MAN
363,Drew Karpyshyn,20030,3.93,10687840,11373,"Revan (Star Wars: The Old Republic, #1)",THE OLD REPUBLIC: REVAN
364,Glenn Beck,188932,4.06,20736588,1189,"Into the Shadows (Agenda 21, #2)",AGENDA 21: INTO THE SHADOWS
365,Richard Castle,1953433,3.92,10532477,16098,"Heat Rises (Nikki Heat, #3)",HEAT RISES
366,Bernard Cornwell,12542,4.43,28949218,10011,"The Flame Bearer (The Saxon Stories, #10)",THE FLAME BEARER
367,Tess Gerritsen,18149,4.20,33153725,11668,"I Know a Secret (Rizzoli &amp; Isles, #12)",I KNOW A SECRET
368,S.L. Scott,6467114,3.92,31427716,1200,Sweet Talk,SWEET TALK
369,Anita Shreve,3530,3.20,6413388,9786,A Change in Altitude,A CHANGE IN ALTITUDE
370,Stephanie Danler,9824300,3.28,26192646,43582,Sweetbitter,SWEETBITTER
371,Dean Koontz,9355,3.72,281433,29373,Tick Tock,TICK TOCK
372,Kevin Powers,3140334,3.74,13366259,21757,The Yellow Birds,THE YELLOW BIRDS
373,Jennifer Weiner,9212,3.75,25205422,31864,Who Do You Love,WHO DO YOU LOVE
374,William Kent Krueger,71170,3.99,32920259,3008,"Sulfur Springs (Cork O'Connor, #16)",SULFUR SPRINGS
375,Carl Hiaasen,8178,3.81,28185972,14364,"Razor Girl (Andrew Yancy, #2)",RAZOR GIRL
376,Stephen Hunter,12546,4.09,7841445,5237,"Dead Zero (Bob Lee Swagger, #7; Ray Cruz, #1)",DEAD ZERO
377,Phil Klay,7114556,3.97,18114068,19985,Redeployment,REDEPLOYMENT
378,Elin Hilderbrand,88301,3.76,24819476,16960,Winter Stroll (Winter #2),WINTER STROLL
379,Paulo Coelho,566,3.04,20819682,39624,Adultery,ADULTERY
380,Harry Brandt,8436083,3.62,22895696,8682,The Whites,THE WHITES
381,James Patterson,3780,4.23,25066591,20315,"Cross Justice (Alex Cross, #23)",CROSS JUSTICE
382,Kathy Reichs,26372,3.87,13030356,16442,"Bones Are Forever (Temperance Brennan, #15)",BONES ARE FOREVER
383,Morgan Rhodes,5295120,3.81,12954620,45374,"Falling Kingdoms (Falling Kingdoms, #1)",THE KINGDOM
384,Debbie Macomber,11349,3.61,24476986,9581,Dashing Through the Snow,DASHING THROUGH THE SNOW
385,Orson Scott Card,589,4.30,375802,987545,"Ender's Game (Ender's Saga, #1)",THE END GAME
386,C.J. Redwine,4864634,3.75,23299513,13018,"The Shadow Queen (Ravenspire, #1)",THE SHADOW QUEEN
387,Richard North Patterson,38537,3.85,6902794,2209,In The Name of Honor,IN THE NAME OF HONOR
388,Michael Connelly,12470,4.32,34390820,31952,"Two Kinds of Truth (Harry Bosch, #20; Harry Bosch Universe, #30)",TWO KINDS OF TRUTH
389,Anne Perry,6331,3.99,3655727,2718,"Execution Dock (William Monk, #16)",EXECUTION DOCK
390,Rachel Joyce,5309857,3.90,13227454,131979,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",THE UNLIKELY PILGRIMAGE OF HAROLD FRY
391,Matthew  Thomas,7829666,3.70,17830123,24486,We Are Not Ourselves,WE ARE NOT OURSELVES
392,Michael Connelly,12470,4.12,17333227,36490,"The Gods of Guilt (Mickey Haller, #5; Harry Bosch Universe, #25)",THE GODS OF GUILT
393,Jan Karon,40552,4.18,24875378,8905,"Come Rain or Come Shine (Mitford Years, #13)",COME RAIN OR COME SHINE
394,Brad Thor,5088,4.24,7313444,16906,"Foreign Influence (Scot Harvath, #9)",FOREIGN INFLUENCE
395,Jacqueline Woodson,74640,3.86,27213163,22678,Another Brooklyn,ANOTHER BROOKLYN
396,Ace Atkins,140695,4.04,13269092,8781,"Robert B. Parker's Lullaby (Spenser, #40)",ROBERT B PARKER'S LULLABY
397,Caleb Carr,27779,3.18,28952751,3298,"Surrender, New York","SURRENDER, NEW YORK"
398,Christopher Moore,16218,3.93,23460830,13040,"Secondhand Souls (Grim Reaper, #2)",SECONDHAND SOULS
399,W. Bruce Cameron,327737,4.41,13167796,19307,"A Dog's Journey (A Dog's Purpose, #2)",A DOG'S JOURNEY
400,J.D. Robb,17065,4.31,16299341,17756,"Thankless in Death (In Death, #37)",THANKLESS IN DEATH
401,Sarah Dunant,15830,3.64,16142157,8278,Blood &amp; Beauty: The Borgias,BLOOD AND BEAUTY
402,Loretta Chase,76405,4.11,425377,24768,"Lord of Scoundrels (Scoundrels, #3)",SCOUNDRELS
403,Charlaine Harris,17061,3.67,10407279,87431,"Deadlocked (Sookie Stackhouse, #12)",DEADLOCK
404,Ace Atkins,140695,3.98,16158516,5376,"Robert B. Parker's Wonderland (Spenser, #41)",ROBERT B PARKER'S WONDERLAND
405,Ann Packer,9915,3.52,22609396,6760,The Children's Crusade,THE CHILDREN'S CRUSADE
406,James Rollins,38809,4.13,23434061,10471,"The Bone Labyrinth (Sigma Force, #11)",THE BONE LABYRINTH
407,Katherine Howe,342135,3.70,4836308,47694,The Physick Book of Deliverance Dane,THE PHYSICK BOOK OF DELIVERANCE DANE
408,James Patterson,3780,4.05,23717678,29562,The Murder House,THE MURDER HOUSE
409,Richard Russo,7844,4.08,27068575,11352,"Everybody's Fool (Sully, #2)",EVERYBODY'S FOOL
410,Anthony Horowitz,32590,3.74,23347686,4301,Trigger Mortis,TRIGGER MORTIS
411,James Patterson,3780,4.10,30363792,7747,"Red Alert (NYPD Red, #5)",RED ALERT
412,Greg McKeown,4040962,4.03,18077875,31176,Essentialism: The Disciplined Pursuit of Less,PURSUIT
413,Dan Brown,630,3.69,976,535725,Deception Point,DECEPTION
414,Stuart Woods,3936,3.84,17707617,4588,"Doing Hard Time (Stone Barrington, #27)",DOING HARD TIME
415,Richard Ford,7849,3.63,20828358,3935,Let Me Be Frank With You,LET ME BE FRANK WITH YOU
416,Jamie McGuire,4464118,4.08,23714532,25496,"Beautiful Sacrifice (The Maddox Brothers, #3)",BEAUTIFUL SACRIFICE
417,Christopher Buckley,16903,3.64,111362,3118,Little Green Men,LITTLE GREEN
418,William R. Forstchen,8589,3.93,4922079,41714,"One Second After (After, #1)",ONE SECOND AFTER
419,Brandon Sanderson,38550,4.36,68429,217397,"The Well of Ascension (Mistborn, #2)",ASCENSION
420,J.D. Robb,17065,4.35,24611529,15374,"Devoted in Death (In Death, #41)",DEVOTED IN DEATH
421,Janice Y.K. Lee,1605157,3.33,4332082,19293,The Piano Teacher,THE PIANO TEACHER
422,Richard Paul Evans,46097,3.89,29430782,4338,The Mistletoe Secret,THE MISTLETOE SECRET
423,Mary Kay Andrews,21387,3.93,13167062,17265,Spring Fever,SPRING FEVER
424,James Patterson,3780,4.02,10343389,27512,"Kill Alex Cross (Alex Cross, #18)",KILL ALEX CROSS
425,Terry Pratchett,1654,3.96,11275323,27540,"Raising Steam (Discworld, #40, Moist von Lipwig #3)",RAISING STEAM
426,Richelle Mead,137902,4.35,5996153,258102,"Blood Promise (Vampire Academy, #4)",THE PROMISE
427,Gillian Flynn,2383,3.93,5886881,471796,Dark Places,A DARKER PLACE
428,David Rakoff,5855,3.92,16099190,6182,"Love, Dishonor, Marry, Die, Cherish, Perish","LOVE, DISHONOR, MARRY, DIE, CHERISH, PERISH"
429,Orson Scott Card,589,3.78,12040447,15117,"Shadows in Flight (Ender's Shadow, #5)",SHADOWS IN FLIGHT
430,Sarah Addison Allen,566874,3.96,21853633,27288,"First Frost (Waverley Family, #2)",FIRST FROST
431,Ariana Franklin,49612,3.95,86643,31066,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",DEATH'S MISTRESS
432,Christine Feehan,6268,4.22,10606009,10691,"Dark Predator (Dark, #19)",DARK PREDATOR
433,James Patterson,3780,4.09,7156505,38752,"The 9th Judgment  (Women's Murder Club, #9)",THE 9TH JUDGMENT
434,Mary Alice Monroe,5080,4.14,36373870,3444,"Beach House Reunion (Beach House, #5)",BEACH HOUSE REUNION
435,Christopher Moore,16218,3.86,33458,29709,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)",THE COVE
436,Patrick Rothfuss,108424,3.91,21535271,92380,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",THE SLOW REGARD OF SILENT THINGS
437,John Sandford,4610,4.29,26025992,17204,"Extreme Prey (Lucas Davenport, #26)",EXTREME PREY
438,Rachel Kushner,164139,3.52,36373648,15394,The Mars Room,THE MARS ROOM
439,Janet Evanovich,2384,3.78,12275680,30247,"Wicked Business (Lizzy &amp; Diesel, #2)",WICKED BUSINESS
440,George R.R. Martin,346732,4.45,13496,1704142,"A Game of Thrones (A Song of Ice and Fire, #1)",ICE
441,Diana Gabaldon,3617,4.44,2832909,100317,"An Echo in the Bone (Outlander, #7)",AN ECHO IN THE BONE
442,Ian Caldwell,11111,3.71,22609406,8809,The Fifth Gospel,THE FIFTH GOSPEL
443,Sherrilyn Kenyon,4430,4.19,21858682,3485,Born of Vengeance (The League: Nemesis Rising #10),BORN OF VENGEANCE
444,Richard Paul Evans,46097,4.30,18144105,7065,"Walking on Water (The Walk, #5)",WALKING ON WATER
445,Linda Howard,16961,3.77,7046510,8760,Veil of Night,VEIL OF NIGHT
446,Danielle Steel,14255,4.15,28936134,4448,The Award,THE AWARD
447,Joseph Roth,30681,3.87,57787,1620,The Emperor's Tomb,THE EMPEROR'S TOMB
448,Elin Hilderbrand,88301,3.84,28962891,15877,"Winter Storms (Winter, #3)",WINTER STORMS
449,Elizabeth Peters,16549,3.87,32138,2357,Devil May Care,DEVIL MAY CARE
450,Catherine Coulter,1239,4.13,20821144,6567,"The Lost Key (A Brit in the FBI, #2)",THE LOST KEY
451,Jim Butcher,10746,4.42,12183815,8237,"Brief Cases (The Dresden Files, #15.1)",BRIEF CASES
452,David Weber,10517,4.11,3667676,4210,"Storm from the Shadows (Honorverse: Saganami Island, #2)",STORM FROM THE SHADOWS
453,John Hart,47072,4.12,5556466,30562,"The Last Child (Johnny Merrimon, #1)",THE LAST CHILD
454,Salman Rushdie,3299,3.99,14836,93467,Midnight's Children,MIDNIGHT
455,Laura Childs,88924,3.82,11733024,2152,"Agony of the Leaves (A Tea Shop Mystery, #13)",AGONY OF THE LEAVES
456,Toni Morrison,3534,3.71,23602473,18651,God Help the Child,GOD HELP THE CHILD
457,Lee Child,5091,4.18,4494917,76325,"Gone Tomorrow (Jack Reacher, #13)",GONE TOMORROW
458,Richelle Mead,137902,3.90,2754510,28091,Storm Born (Dark Swan #1),BORN TO DARKNESS
459,Eric Jerome Dickey,12936,4.38,1686165,2265,Resurrecting Midnight (Gideon Series #4),RESURRECTING MIDNIGHT
460,Melissa Francis,2890288,3.90,6319120,2637,"Bite Me! (Bite Me, #1)",BITE ME
461,William Kent Krueger,71170,4.16,9998825,4621,"Northwest Angle (Cork O'Connor, #11)",NORTHWEST ANGLE
462,Janet Evanovich,2384,3.93,11746513,64766,"Explosive Eighteen (Stephanie Plum, #18)",EXPLOSIVE EIGHTEEN
463,Mitch Albom,2331,4.33,32735857,27082,The Magic Strings of Frankie Presto,THE MAGIC STRINGS OF FRANKIE PRESTO
464,Jennifer Weiner,9212,3.62,18144115,39508,All Fall Down,ALL FALL DOWN
465,Dean Koontz,9355,3.97,32148091,18226,"The Silent Corner (Jane Hawk, #1)",THE SILENT CORNER
466,Joanne Fluke,18819,3.48,28439435,4784,"Christmas Caramel Murder (Hannah Swensen, #20)",CHRISTMAS CARAMEL MURDER
467,Kathy Reichs,26372,3.98,281350,26762,"Grave Secrets (Temperance Brennan, #5)",GRAVE SECRET
468,Mark Tufo,2990843,4.04,8167001,9844,"Zombie Fallout (Zombie Fallout, #1)",FALLOUT
469,Augusten Burroughs,3058,4.02,32370,78153,Dry,THE DRY
470,Anne Rice,7577,3.73,17262197,8131,"The Wolves of Midwinter (The Wolf Gift Chronicles, #2)",THE WOLVES OF MIDWINTER
471,Kelley Armstrong,7581,4.26,3422075,14917,"Men of the Otherworld (Otherworld Stories, #1)",MEN OF THE OTHERWORLD
472,Richard Laymon,83937,3.82,1467324,2711,The Stake,STAKED
473,Dennis Lehane,10289,4.04,2830067,21802,The Given Day (Coughlin #1),THE GIVEN DAY
474,Elizabeth Peters,16549,3.82,2868766,3441,"The Laughter of Dead Kings (Vicky Bliss, #6)",THE LAUGHTER OF DEAD KINGS
475,Dennis Lehane,10289,3.89,13083008,19913,"Live by Night (Coughlin, #2)",LIVE BY NIGHT
476,Lee Child,5091,4.10,6977769,61100,"61 Hours (Jack Reacher, #14)",61 HOURS
477,Jodi Picoult,7128,3.69,14865,87951,Vanishing Acts,VANISHED
478,Elin Hilderbrand,88301,3.77,16131025,26560,Beautiful Day,BEAUTIFUL DAY
479,Alan Furst,49941,3.90,2294328,5289,"The Spies of Warsaw (Night Soldiers, #10)",THE SPIES OF WARSAW
480,Stuart Woods,3936,3.81,18079644,4132,"Standup Guy (Stone Barrington, #28)",STANDUP GUY
481,Wally Lamb,3505,3.22,30363103,6954,I'll Take You There,I'LL TAKE YOU THERE
482,David Baldacci,9291,4.22,26245853,51260,"The Last Mile (Amos Decker, #2)",THE LAST MILE
483,Wayne Thomas Batson,33508,4.29,59326,3829,"The Final Storm (The Door Within, #3)",THE FINAL STORM
484,Hanya Yanagihara,6571447,4.29,22822858,134754,A Little Life,A LITTLE LIFE
485,James Patterson,3780,3.45,13353667,35493,Zoo (Zoo #1),ZOO
486,Salman Rushdie,3299,3.38,24292310,9647,Two Years Eight Months and Twenty-Eight Nights,TWO YEARS EIGHT MONTHS AND TWENTY-EIGHT NIGHTS
487,Lisa Jackson,13757,3.97,500967,7197,"Deep Freeze (Northwest, #1)",DEEP FREEZE
488,Danielle Steel,14255,3.93,2892420,6413,A Good Woman,A GOOD WOMAN
489,Stuart Woods,3936,3.79,8991493,4781,"Strategic Moves (Stone Barrington, #19)",STRATEGIC MOVES
490,Joel C. Rosenberg,221833,4.21,9246711,6827,"The Twelfth Imam (The Twelfth Imam, #1)",THE TWELFTH IMAM
491,Pierce Brown,6474348,4.27,15839976,181504,"Red Rising (Red Rising, #1)",RED RISING
492,Ben H. Winters,735413,3.84,32940838,19342,Underground Airlines,UNDERGROUND AIRLINES
493,NaN,NaN,NaN,NaN,NaN,NaN,NaN
494,Sean Williams,31321,4.00,34836148,8,Star Wars. The Old Republic. Fatal alliance (Italian),THE OLD REPUBLIC: FATAL ALLIANCE
495,Joseph Kanon,12984,3.65,21943244,5729,Leaving Berlin,LEAVING BERLIN
496,Glenn Beck,188932,3.82,15826004,6647,"Agenda 21 (Agenda 21, #1)",AGENDA 21
497,Mike Greenberg,7944,3.68,15818396,4715,All You Could Ask For,ALL YOU COULD ASK FOR
498,Andre Dubus III,9785,3.46,2079538,4471,The Garden of Last Days,THE GARDEN OF LAST DAYS
499,Paulo Coelho,566,3.81,16054811,21307,Manuscript Found in Accra,MANUSCRIPT FOUND IN ACCRA
500,Jeffrey Eugenides,1467,3.43,10964693,105595,The Marriage Plot,THE MARRIAGE PLOT
501,Rainbow Rowell,4208569,3.55,18081809,139768,Landline,LANDLINE
502,Terry McMillan,20704,3.53,8176075,4470,Getting to Happy (Waiting To Exhale #2),GETTING TO HAPPY
503,Raymond E. Feist,8588,4.04,11827476,5886,"A Crown Imperiled (The Chaoswar Saga, #2)",A CROWN IMPERILED
504,Lisa Scottoline,20258,3.73,21853628,24378,Every Fifteen Minutes,FIFTEEN MINUTES
505,Anne Perry,6331,3.85,15798985,2737,"Midnight at Marble Arch (Charlotte &amp; Thomas Pitt, #28)",MIDNIGHT AT MARBLE ARCH
506,Suzanne Collins,153394,4.33,2767052,5629781,"The Hunger Games (The Hunger Games, #1)",THE GAMES
507,Lara Adrian,375626,4.37,12042279,17701,"Darker After Midnight (Midnight Breed, #10)",DARKER AFTER MIDNIGHT
508,Mary Balogh,9759,3.78,5462087,5509,"Seducing an Angel (Huxtable Quintet, #4)",SEDUCING AN ANGEL
509,Sadie Jones,821338,3.61,2054504,7838,The Outcast,OUTCAST
510,Stuart Woods,3936,3.88,13593568,4909,"Severe Clear (Stone Barrington, #24)",SEVERE CLEAR
511,Suzanne Collins,153394,4.29,6148028,2164598,"Catching Fire (The Hunger Games, #2)",INTO THE FIRE
512,Lee Child,5091,4.04,17262159,50718,"Never Go Back (Jack Reacher, #18)",NEVER GO BACK
513,Michael Connelly,12470,4.34,29154543,45207,"The Wrong Side of Goodbye (Harry Bosch, #19; Harry Bosch Universe, #28)",THE WRONG SIDE OF GOODBYE
514,Ace Atkins,140695,3.84,23281911,3415,"Robert B. Parker's Kickback (Spenser, #43)",ROBERT B PARKER'S KICKBACK
